Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3(),Raw power(),Power Percent(%)()
 19:44:41.061,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.078, -0.41, -1.002, -0.977, -0.977, 182.007, , , , , , , -179.989, -0.835, -139.037, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.061,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.073, -0.415, -0.981, -0.793, -0.916, 181.213, , , , , , , -179.978, -0.818, -140.856, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.088,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.079, -0.411, -0.96, -0.305, -0.977, 180.603, , , , , , , -179.967, -0.818, -142.668, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.089,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.082, -0.398, -0.982, -0.427, -1.221, 179.321, , , , , , , -179.951, -0.802, -144.47, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.089,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.061, -0.39, -1.013, -0.854, -1.282, 177.734, , , , , , , -179.94, -0.791, -146.255, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.089,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.042, -0.396, -1.005, -1.221, -1.16, 177.612, , , , , , , -179.929, -0.775, -148.03, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.089,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.029, -0.404, -0.954, -0.61, -1.343, 177.856, , , , , , , -179.923, -0.764, -149.815, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.090,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -0.003, -0.4, -0.934, 0.122, -2.075, 176.88, , , , , , , -179.907, -0.742, -151.589, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.090,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -0.077, -0.389, -0.988, -0.122, -2.441, 175.781, , , , , , , -179.885, -0.72, -153.353, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.091,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -0.162, -0.391, -1.04, -1.099, -1.099, 176.697, , , , , , , -179.879, -0.698, -155.116, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.091,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -0.077, -0.417, -1.018, -1.404, 0.61, 184.204, , , , , , , -179.874, -0.698, -156.923, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.091,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.075, -0.433, -0.947, -0.61, -0.305, 186.951, , , , , , , -179.868, -0.692, -158.791, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.091,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.085, -0.415, -0.915, 0.122, 1.16, 185.425, , , , , , , -179.852, -0.692, -160.653, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.091,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 1.538, -0.402, -0.908, 1.221, 4.15, 204.041, , , , , , , -179.83, -0.731, -162.581, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.092,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 3.588, -0.323, -1.051, 6.897, -3.418, 184.509, , , , , , , -179.758, -0.714, -164.625, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.092,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 4.885, -0.164, -1.158, -1.77, 8.24, 105.225, , , , , , , -179.725, -0.747, -165.992, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.092,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 5.459, -0.058, -1.053, -0.549, -2.38, 45.593, , , , , , , -179.736, -0.78, -166.772, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.093,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 4.266, 0.005, -0.831, 0.366, -9.094, -56.03, , , , , , , -179.731, -0.714, -166.635, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.093,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 2.559, -0.044, -0.803, 1.831, -15.93, -104.248, , , , , , , -179.731, -0.588, -165.806, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.093,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.303, -0.084, -0.918, 0.366, -0.916, -150.085, , , , , , , -179.72, -0.505, -164.482, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.093,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -1.192, -0.138, -1.144, -3.662, -3.906, -147.827, , , , , , , -179.753, -0.511, -162.955, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.094,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -2.471, -0.182, -1.243, -6.042, -9.888, -119.873, , , , , , , -179.813, -0.428, -161.636, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.094,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -3.795, -0.202, -1.133, -3.601, -2.625, -88.745, , , , , , , -179.874, -0.368, -160.576, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.094,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -3.884, -0.208, -0.768, -1.038, 1.77, -15.137, , , , , , , -179.896, -0.368, -160.093, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.095,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -2.983, -0.154, -0.537, 3.723, 9.216, 40.649, , , , , , , -179.879, -0.428, -160.258, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.095,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -1.275, -0.1, -0.689, 2.38, 12.573, 88.867, , , , , , , -179.835, -0.549, -160.955, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.095,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -0.052, -0.058, -1.029, 2.441, 8.789, 98.755, , , , , , , -179.808, -0.67, -161.927, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.095,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 1.09, -0.053, -1.289, -0.854, 7.385, 98.877, , , , , , , -179.78, -0.709, -162.905, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.096,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 2.898, -0.086, -1.22, 2.502, -5.005, 95.825, , , , , , , -179.775, -0.714, -163.938, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.096,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 3.242, -0.026, -0.986, -0.427, 1.16, 19.226, , , , , , , -179.753, -0.692, -164.482, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.096,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 3.116, 0, -0.849, 0.793, -3.54, -16.235, , , , , , , -179.758, -0.698, -164.465, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.097,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 1.838, 0.039, -0.91, -0.244, -7.935, -75.256, , , , , , , -179.747, -0.621, -163.987, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.097,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.66, -0.011, -0.976, -2.014, -0.549, -90.759, , , , , , , -179.775, -0.593, -163.109, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.097,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -0.067, -0.035, -0.973, -0.854, -0.183, -98.45, , , , , , , -179.797, -0.582, -162.169, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.097,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -1.064, -0.079, -0.983, -0.366, -6.958, -103.699, , , , , , , -179.808, -0.555, -161.153, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.098,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -2.133, -0.118, -1.144, -2.747, -4.517, -83.923, , , , , , , -179.835, -0.5, -160.175, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.098,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -2.913, -0.124, -1.182, -3.967, -4.456, -43.762, , , , , , , -179.874, -0.45, -159.571, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.133,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -2.941, -0.121, -0.896, -0.977, 2.197, 1.587, , , , , , , -179.896, -0.445, -159.362, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.134,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -2.142, -0.106, -0.581, 2.197, 7.08, 51.453, , , , , , , -179.89, -0.5, -159.675, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.134,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -1.118, -0.083, -0.647, 4.944, 9.216, 76.355, , , , , , , -179.846, -0.582, -160.334, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.135,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -0.182, -0.075, -1.008, 2.319, 7.935, 96.375, , , , , , , -179.802, -0.67, -161.224, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.135,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.336, -0.083, -1.334, -0.793, 0.061, 95.154, , , , , , , -179.78, -0.692, -162.197, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.136,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 1.329, -0.086, -1.22, -2.93, 3.967, 93.811, , , , , , , -179.802, -0.731, -163.136, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.136,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 2.23, -0.045, -0.914, 2.625, -3.235, 69.885, , , , , , , -179.786, -0.703, -164.004, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.136,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 2.551, 0.029, -0.884, 0.61, 1.953, 24.231, , , , , , , -179.769, -0.709, -164.432, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.137,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 2.442, 0.056, -0.991, 0.183, -3.357, -7.324, , , , , , , -179.764, -0.703, -164.52, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.137,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 1.738, 0.024, -0.99, -1.77, -4.639, -48.523, , , , , , , -179.775, -0.659, -164.202, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.137,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 1.046, -0.043, -0.865, 0.366, -2.319, -65.125, , , , , , , -179.786, -0.621, -163.625, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.138,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.399, -0.053, -0.81, 3.54, 0.977, -81.787, , , , , , , -179.769, -0.626, -162.878, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.138,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -0.009, -0.028, -1.117, 0.366, -0.916, -88.318, , , , , , , -179.753, -0.632, -162.015, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.138,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -0.169, -0.035, -1.315, -4.15, 0.61, -86.426, , , , , , , -179.786, -0.632, -161.142, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.139,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -0.187, -0.088, -1.031, -3.296, 1.709, -80.322, , , , , , , -179.841, -0.643, -160.307, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.139,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, -0.03, -0.118, -0.667, 1.648, 4.15, -68.237, , , , , , , -179.852, -0.681, -159.565, -78.300, 13.100, -69.807, 20.44, 0.00168, 0.17282, -0.98489, -0.00058, 406, 100,
 19:44:41.172,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.722, -0.096, -0.666, 5.737, 0.977, -55.603, , , , , , , -179.813, -0.709, -158.961, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.201,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.824, -0.011, -1.086, 2.747, -1.892, -83.923, , , , , , , -179.764, -0.687, -158.297, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.305,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.240, 0.661, -0.036, -1.334, -4.028, 2.197, -102.173, , , , , , , -179.797, -0.714, -157.308, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.305,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.976, -0.126, -1.105, -2.686, -1.282, -96.313, , , , , , , -179.841, -0.714, -156.341, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.305,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.938, -0.181, -0.788, 1.099, 1.404, -120.911, , , , , , , -179.857, -0.714, -155.253, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.305,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.825, -0.2, -0.805, 2.808, 1.038, -131.409, , , , , , , -179.846, -0.731, -153.973, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.306,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.525, -0.179, -1.044, 0.732, 0, -146.729, , , , , , , -179.835, -0.742, -152.589, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.306,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.251, -0.204, -1.125, -1.953, 0.244, -153.381, , , , , , , -179.863, -0.742, -151.073, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.337,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.178, -0.272, -0.938, -0.122, 0.061, -151.672, , , , , , , -179.89, -0.753, -149.551, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.338,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.083, -0.318, -0.832, 2.502, -0.183, -157.776, , , , , , , -179.89, -0.747, -148.008, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.338,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, -0.062, -0.321, -1, 1.465, 1.343, -162.17, , , , , , , -179.885, -0.764, -146.404, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.338,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, -0.132, -0.301, -1.187, -1.526, 1.831, -158.691, , , , , , , -179.901, -0.775, -144.794, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.338,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, -0.083, -0.286, -1.108, -2.441, 2.441, -150.635, , , , , , , -179.94, -0.807, -143.251, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.339,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.252, -0.284, -0.851, -0.061, 1.343, -141.479, , , , , , , -179.973, -0.824, -141.795, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.339,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.597, -0.277, -0.733, 3.601, 0, -145.63, , , , , , , -179.967, -0.835, -140.389, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.340,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.442, -0.283, -0.929, 2.747, 2.502, -167.847, , , , , , , -179.951, -0.84, -138.807, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.340,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.494, -0.326, -1.174, 0, 1.221, -166.748, , , , , , , -179.956, -0.873, -137.12, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.341,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.458, -0.359, -1.179, -1.77, -0.366, -175.049, , , , , , , -179.989, -0.868, -135.423, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.341,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.314, -0.398, -0.984, -1.038, 0.244, -183.96, , , , , , , 179.978, -0.868, -133.616, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.341,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.235, -0.417, -0.819, 1.465, 1.099, -184.204, , , , , , , 179.956, -0.868, -131.781, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.371,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.091, -0.408, -0.861, 2.258, 0.122, -191.345, , , , , , , 179.956, -0.879, -129.902, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.371,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, -0.078, -0.409, -1.026, 0.61, 0.244, -194.397, , , , , , , 179.951, -0.873, -127.963, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.372,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, -0.138, -0.434, -1.071, -0.305, 1.038, -190.247, , , , , , , 179.923, -0.884, -126.041, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.372,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, -0.109, -0.456, -0.99, 0.427, 1.16, -185.181, , , , , , , 179.901, -0.884, -124.167, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.373,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, -0.038, -0.45, -0.962, 1.099, 1.038, -181.885, , , , , , , 179.89, -0.895, -122.338, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.373,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, -0.038, -0.419, -1.012, 0.244, 0.854, -182.8, , , , , , , 179.874, -0.895, -120.515, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.373,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, -0.046, -0.391, -1.027, -0.488, 0.793, -181.885, , , , , , , 179.846, -0.906, -118.691, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.373,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, -0.042, -0.381, -0.942, 0, 1.404, -180.237, , , , , , , 179.824, -0.906, -116.884, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.544,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, -0.003, -0.392, -0.86, 1.77, 1.709, -178.528, , , , , , , 179.808, -0.923, -115.093, -78.300, 13.100, -69.807, 20.44, 0.00476, 0.23688, -0.97147, 0.00076, 406, 100,
 19:44:41.601,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.600, 0.027, -0.405, -0.931, 2.319, 1.526, -177.429, , , , , , , 179.808, -0.923, -113.318, -78.300, 13.100, -69.807, 20.44, 0.0069, 0.6741, -0.73856, -6E-05, 406, 100,
 19:44:41.601,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.985, 0.088, -0.411, -1.107, 0.305, 1.526, -175.171, , , , , , , 179.802, -0.939, -111.555, -78.300, 13.100, -69.807, 20.44, 0.0069, 0.6741, -0.73856, -6E-05, 406, 100,
 19:44:41.602,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.985, 0.229, -0.406, -1.131, -1.16, 0.61, -174.133, , , , , , , 179.769, -0.939, -109.814, -78.300, 13.100, -69.807, 20.44, 0.0069, 0.6741, -0.73856, -6E-05, 406, 100,
 19:44:41.618,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.985, 0.162, -0.397, -0.979, -0.61, 0.122, -184.326, , , , , , , 179.736, -0.934, -108.023, -78.300, 13.100, -69.807, 20.44, 0.0069, 0.6741, -0.73856, -6E-05, 406, 100,
 19:44:41.618,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.985, -0.005, -0.404, -0.84, 1.282, 0.061, -189.453, , , , , , , 179.714, -0.923, -106.144, -78.300, 13.100, -69.807, 20.44, 0.0069, 0.6741, -0.73856, -6E-05, 406, 100,
 19:44:41.618,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.985, -0.095, -0.413, -0.877, 2.197, 0.916, -186.829, , , , , , , 179.714, -0.923, -104.266, -78.300, 13.100, -69.807, 20.44, 0.0069, 0.6741, -0.73856, -6E-05, 406, 100,
 19:44:41.619,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.985, -0.106, -0.414, -1.021, 0.977, 0.854, -183.533, , , , , , , 179.703, -0.917, -102.415, -78.300, 13.100, -69.807, 20.44, 0.0069, 0.6741, -0.73856, -6E-05, 406, 100,
 19:44:41.619,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.985, -0.203, -0.403, -1.068, 0, -3.784, -184.631, , , , , , , 179.687, -0.901, -100.585, -78.300, 13.100, -69.807, 20.44, 0.0069, 0.6741, -0.73856, -6E-05, 406, 100,
 19:44:41.619,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.985, -1.957, -0.373, -1.026, -0.122, -5.554, -202.454, , , , , , , 179.665, -0.824, -98.646, -78.300, 13.100, -69.807, 20.44, 0.0069, 0.6741, -0.73856, -6E-05, 406, 100,
 19:44:41.619,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.985, -3.201, -0.37, -1.131, -0.427, -7.812, -152.71, , , , , , , 179.654, -0.764, -96.833, -78.300, 13.100, -69.807, 20.44, 0.0069, 0.6741, -0.73856, -6E-05, 406, 100,
 19:44:41.620,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.985, -4.559, -0.31, -1.049, -0.916, -7.507, -109.863, , , , , , , 179.621, -0.659, -95.576, -78.300, 13.100, -69.807, 20.44, 0.0069, 0.6741, -0.73856, -6E-05, 406, 100,
 19:44:41.620,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.985, -4.555, -0.279, -0.78, 3.418, 2.563, -32.288, , , , , , , 179.648, -0.637, -94.845, -78.300, 13.100, -69.807, 20.44, 0.0069, 0.6741, -0.73856, -6E-05, 406, 100,
 19:44:41.620,e8:da:bf:c6:3e:4f, 2015-01-01 01:02:40.985, -3.488, -0.226, -0.702, 0, 9.338, 37.781, , , , , , , 179.659, -0.709, -94.96, -78.300, 13.100, -69.807, 20.44, 0.0069, 0.6741, -0.73856, -6E-05, 406, 100,
